1730588846.105114 server started (63221): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1730588846.105152 on Darwin 24.0.0 Darwin Kernel Version 24.0.0: Tue Sep 24 23:37:36 PDT 2024; root:xnu-11215.1.12~1/RELEASE_ARM64_T6020
1730588846.105162 using libevent 2.1.12-stable select
1730588846.105172 using utf8proc 2.9.0
1730588846.105179 using ncurses 6.5 20240427
1730588846.107530 yylex_token: --
1730588846.107535 yylex_token: end at WS
1730588846.107540 yylex_token: %%
1730588846.107546 cmd_parse_build_commands 0:0: bind
1730588846.107551 cmd_parse_build_commands 0:1: -N
1730588846.107557 cmd_parse_build_commands 0:2: Rename current session
1730588846.107562 cmd_parse_build_commands 0:3: $
1730588846.107568 cmd_parse_build_commands 0:4 0:0: command-prompt
1730588846.107574 cmd_parse_build_commands 0:4 0:1: -I#S
1730588846.107580 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1730588846.107586 cmd_parse_build_commands 0:4 0:2 0:1: --
1730588846.107592 cmd_parse_build_commands 0:4 0:2 0:2: %%
1730588846.107598 cmd_parse_build_commands 0:0: command-prompt
1730588846.107604 cmd_parse_build_commands 0:1: -I#S
1730588846.107610 cmd_parse_build_commands 0:2 0:0: rename-session
1730588846.107615 cmd_parse_build_commands 0:2 0:1: --
1730588846.107622 cmd_parse_build_commands 0:2 0:2: %%
1730588846.107631 cmd_parse_build_commands 0:0: rename-session
1730588846.107637 cmd_parse_build_commands 0:1: --
1730588846.107643 cmd_parse_build_commands 0:2: %%
1730588846.107650 args_parse_flags: next --
1730588846.107656 args_parse: flags end at 2 of 3
1730588846.107661 args_parse: 2 = %% (type STRING)
1730588846.107668 cmd_parse_build_commands: rename-session "%%"
1730588846.107672 args_parse_flags: next -I#S
1730588846.107676 args_parse_flag_argument: -I = #S
1730588846.107680 args_parse: flags end at 2 of 3
1730588846.107686 args_parse: 2 = rename-session "%%" (type COMMANDS)
1730588846.107696 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1730588846.107700 args_parse_flags: next -N
1730588846.107704 args_parse_flag_argument: -N = Rename current session
1730588846.107707 args_parse_flags: next $
1730588846.107711 args_parse: flags end at 3 of 5
1730588846.107717 args_parse: 3 = $ (type STRING)
1730588846.107727 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1730588846.107741 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1730588846.107750 cmdq_get_command: [bind-key/0x14860a260] group 58
1730588846.107754 cmdq_append <global>: [bind-key/0x14860a260]
1730588846.107758 yylex_token: end at WS
1730588846.107762 yylex_token: bind
1730588846.107766 yylex_token: end at WS
1730588846.107775 yylex_token: -N
1730588846.107780 yylex_token: end at WS
1730588846.107784 yylex_token: Split window horizontally
1730588846.107788 yylex_get_word: %
1730588846.107792 yylex_token: end at WS
1730588846.107796 yylex_token: split-window
1730588846.107799 yylex_token: end at WS
1730588846.107804 yylex_token: -h
1730588846.107808 cmd_parse_build_commands 0:0: bind
1730588846.107812 cmd_parse_build_commands 0:1: -N
1730588846.107816 cmd_parse_build_commands 0:2: Split window horizontally
1730588846.107820 cmd_parse_build_commands 0:3: %
1730588846.107824 cmd_parse_build_commands 0:4 0:0: split-window
1730588846.107827 cmd_parse_build_commands 0:4 0:1: -h
1730588846.107833 cmd_parse_build_commands 0:0: split-window
1730588846.107837 cmd_parse_build_commands 0:1: -h
1730588846.107843 args_parse_flags: next -h
1730588846.107847 args_parse_flags: -h
1730588846.107851 args_parse: flags end at 2 of 2
1730588846.107857 cmd_parse_build_commands: split-window -h
1730588846.107861 args_parse_flags: next -N
1730588846.107866 args_parse_flag_argument: -N = Split window horizontally
1730588846.107872 args_parse_flags: next %
1730588846.107876 args_parse: flags end at 3 of 5
1730588846.107879 args_parse: 3 = % (type STRING)
1730588846.107885 args_parse: 4 = split-window -h (type COMMANDS)
1730588846.107896 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1730588846.107902 cmdq_get_command: [bind-key/0x14860a3f0] group 70
1730588846.107906 cmdq_append <global>: [bind-key/0x14860a3f0]
1730588846.107910 yylex_token: end at WS
1730588846.107914 yylex_token: bind
1730588846.107918 yylex_token: end at WS
1730588846.107921 yylex_token: -N
1730588846.107927 yylex_token: end at WS
1730588846.107931 yylex_token: Kill current window
1730588846.107935 yylex_token: end at WS
1730588846.107938 yylex_token: &
1730588846.107943 yylex_token: end at WS
1730588846.107946 yylex_token: confirm-before
1730588846.107952 yylex_token: end at WS
1730588846.107955 yylex_token: -pkill-window #W? (y/n)
1730588846.107960 yylex_token: end at WS
1730588846.107964 yylex_token: kill-window
1730588846.107970 cmd_parse_build_commands 0:0: bind
1730588846.107973 cmd_parse_build_commands 0:1: -N
1730588846.107977 cmd_parse_build_commands 0:2: Kill current window
1730588846.107982 cmd_parse_build_commands 0:3: &
1730588846.107987 cmd_parse_build_commands 0:4 0:0: confirm-before
1730588846.107993 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1730588846.107997 cmd_parse_build_commands 0:4 0:2: kill-window
1730588846.108004 cmd_parse_build_commands 0:0: confirm-before
1730588846.108008 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1730588846.108013 cmd_parse_build_commands 0:2: kill-window
1730588846.108020 args_parse_flags: next -pkill-window #W? (y/n)
1730588846.108026 args_parse_flag_argument: -p = kill-window #W? (y/n)
1730588846.108032 args_parse_flags: next kill-window
1730588846.108036 args_parse: flags end at 2 of 3
1730588846.108040 args_parse: 2 = kill-window (type STRING)
1730588846.108051 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1730588846.108056 args_parse_flags: next -N
1730588846.108062 args_parse_flag_argument: -N = Kill current window
1730588846.108066 args_parse_flags: next &
1730588846.108070 args_parse: flags end at 3 of 5
1730588846.108074 args_parse: 3 = & (type STRING)
1730588846.108083 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1730588846.108099 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1730588846.108107 cmdq_get_command: [bind-key/0x14860a9b0] group 78
1730588846.108112 cmdq_append <global>: [bind-key/0x14860a9b0]
1730588846.108117 yylex_token: end at WS
1730588846.108121 yylex_token: bind
1730588846.108125 yylex_token: end at WS
1730588846.108129 yylex_token: -N
1730588846.108136 yylex_token: end at WS
1730588846.108142 yylex_token: Prompt for window index to select
1730588846.108148 yylex_token: end at WS
1730588846.108160 yylex_token: '
1730588846.108166 yylex_token: end at WS
1730588846.108171 yylex_token: command-prompt
1730588846.108177 yylex_token: end at WS
1730588846.108182 yylex_token: -T
1730588846.108188 yylex_token: end at WS
1730588846.108192 yylex_token: window-target
1730588846.108197 yylex_token: end at WS
1730588846.108201 yylex_token: -pindex
1730588846.108208 yylex_token: end at WS
1730588846.108213 yylex_token: select-window
1730588846.108218 yylex_token: end at WS
1730588846.108223 yylex_token: -t
1730588846.108228 yylex_token: end at WS
1730588846.108232 yylex_token: :%%
1730588846.108238 cmd_parse_build_commands 0:0: bind
1730588846.108242 cmd_parse_build_commands 0:1: -N
1730588846.108246 cmd_parse_build_commands 0:2: Prompt for window index to select
1730588846.108252 cmd_parse_build_commands 0:3: '
1730588846.108257 cmd_parse_build_commands 0:4 0:0: command-prompt
1730588846.108263 cmd_parse_build_commands 0:4 0:1: -T
1730588846.108268 cmd_parse_build_commands 0:4 0:2: window-target
1730588846.108272 cmd_parse_build_commands 0:4 0:3: -pindex
1730588846.108277 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1730588846.108282 cmd_parse_build_commands 0:4 0:4 0:1: -t
1730588846.108288 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1730588846.108295 cmd_parse_build_commands 0:0: command-prompt
1730588846.108300 cmd_parse_build_commands 0:1: -T
1730588846.108304 cmd_parse_build_commands 0:2: window-target
1730588846.108308 cmd_parse_build_commands 0:3: -pindex
1730588846.108312 cmd_parse_build_commands 0:4 0:0: select-window
1730588846.108318 cmd_parse_build_commands 0:4 0:1: -t
1730588846.108323 cmd_parse_build_commands 0:4 0:2: :%%
1730588846.108331 cmd_parse_build_commands 0:0: select-window
1730588846.108336 cmd_parse_build_commands 0:1: -t
1730588846.108340 cmd_parse_build_commands 0:2: :%%
1730588846.108346 args_parse_flags: next -t
1730588846.108351 args_parse_flag_argument: -t = :%%
1730588846.108355 args_parse: flags end at 3 of 3
1730588846.108362 cmd_parse_build_commands: select-window -t ":%%"
1730588846.108367 args_parse_flags: next -T
1730588846.108371 args_parse_flag_argument: -T = window-target
1730588846.108375 args_parse_flags: next -pindex
1730588846.108379 args_parse_flag_argument: -p = index
1730588846.108383 args_parse: flags end at 4 of 5
1730588846.108389 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1730588846.108402 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1730588846.108406 args_parse_flags: next -N
1730588846.108410 args_parse_flag_argument: -N = Prompt for window index to select
1730588846.108414 args_parse_flags: next '
1730588846.108418 args_parse: flags end at 3 of 5
1730588846.108422 args_parse: 3 = ' (type STRING)
1730588846.108435 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1730588846.108453 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1730588846.108461 cmdq_get_command: [bind-key/0x14860ad20] group 86
1730588846.108465 cmdq_append <global>: [bind-key/0x14860ad20]
1730588846.108469 yylex_token: end at WS
1730588846.108472 yylex_token: bind
1730588846.108476 yylex_token: end at WS
1730588846.108480 yylex_token: -N
1730588846.108485 yylex_token: end at WS
1730588846.108489 yylex_token: Switch to previous client
1730588846.108493 yylex_token: end at WS
1730588846.108496 yylex_token: (
1730588846.108501 yylex_token: end at WS
1730588846.108504 yylex_token: switch-client
1730588846.108508 yylex_token: end at WS
1730588846.108511 yylex_token: -p
1730588846.108516 cmd_parse_build_commands 0:0: bind
1730588846.108520 cmd_parse_build_commands 0:1: -N
1730588846.108524 cmd_parse_build_commands 0:2: Switch to previous client
1730588846.108527 cmd_parse_build_commands 0:3: (
1730588846.108531 cmd_parse_build_commands 0:4 0:0: switch-client
1730588846.108535 cmd_parse_build_commands 0:4 0:1: -p
1730588846.108541 cmd_parse_build_commands 0:0: switch-client
1730588846.108550 cmd_parse_build_commands 0:1: -p
1730588846.108557 args_parse_flags: next -p
1730588846.108561 args_parse_flags: -p
1730588846.108565 args_parse: flags end at 2 of 2
1730588846.108570 cmd_parse_build_commands: switch-client -p
1730588846.108574 args_parse_flags: next -N
1730588846.108578 args_parse_flag_argument: -N = Switch to previous client
1730588846.108581 args_parse_flags: next (
1730588846.108585 args_parse: flags end at 3 of 5
1730588846.108589 args_parse: 3 = ( (type STRING)
1730588846.108594 args_parse: 4 = switch-client -p (type COMMANDS)
1730588846.108605 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1730588846.108611 cmdq_get_command: [bind-key/0x14860b4d0] group 98
1730588846.108615 cmdq_append <global>: [bind-key/0x14860b4d0]
1730588846.108619 yylex_token: end at WS
1730588846.108623 yylex_token: bind
1730588846.108627 yylex_token: end at WS
1730588846.108630 yylex_token: -N
1730588846.108635 yylex_token: end at WS
1730588846.108639 yylex_token: Switch to next client
1730588846.108643 yylex_token: end at WS
1730588846.108646 yylex_token: )
1730588846.108651 yylex_token: end at WS
1730588846.108654 yylex_token: switch-client
1730588846.108658 yylex_token: end at WS
1730588846.108661 yylex_token: -n
1730588846.108666 cmd_parse_build_commands 0:0: bind
1730588846.108670 cmd_parse_build_commands 0:1: -N
1730588846.108674 cmd_parse_build_commands 0:2: Switch to next client
1730588846.108677 cmd_parse_build_commands 0:3: )
1730588846.108681 cmd_parse_build_commands 0:4 0:0: switch-client
1730588846.108685 cmd_parse_build_commands 0:4 0:1: -n
1730588846.108691 cmd_parse_build_commands 0:0: switch-client
1730588846.108695 cmd_parse_build_commands 0:1: -n
1730588846.108700 args_parse_flags: next -n
1730588846.108704 args_parse_flags: -n
1730588846.108708 args_parse: flags end at 2 of 2
1730588846.108713 cmd_parse_build_commands: switch-client -n
1730588846.108717 args_parse_flags: next -N
1730588846.108721 args_parse_flag_argument: -N = Switch to next client
1730588846.108725 args_parse_flags: next )
1730588846.108729 args_parse: flags end at 3 of 5
1730588846.108732 args_parse: 3 = ) (type STRING)
1730588846.108737 args_parse: 4 = switch-client -n (type COMMANDS)
1730588846.108748 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1730588846.108754 cmdq_get_command: [bind-key/0x14860b780] group 106
1730588846.108758 cmdq_append <global>: [bind-key/0x14860b780]
1730588846.108762 yylex_token: end at WS
1730588846.108766 yylex_token: bind
1730588846.108770 yylex_token: end at WS
1730588846.108774 yylex_token: -N
1730588846.108779 yylex_token: end at WS
1730588846.108783 yylex_token: Rename current window
1730588846.108787 yylex_token: end at WS
1730588846.108791 yylex_token: ,
1730588846.108795 yylex_token: end at WS
1730588846.108799 yylex_token: command-prompt
1730588846.108803 yylex_token: end at WS
1730588846.108807 yylex_token: -I#W
1730588846.108811 yylex_token: end at WS
1730588846.108814 yylex_token: rename-window
1730588846.108818 yylex_token: end at WS
1730588846.108822 yylex_token: --
1730588846.108825 yylex_token: end at WS
1730588846.108829 yylex_token: %%
1730588846.108834 cmd_parse_build_commands 0:0: bind
1730588846.108838 cmd_parse_build_commands 0:1: -N
1730588846.108842 cmd_parse_build_commands 0:2: Rename current window
1730588846.108845 cmd_parse_build_commands 0:3: ,
1730588846.108849 cmd_parse_build_commands 0:4 0:0: command-prompt
1730588846.108853 cmd_parse_build_commands 0:4 0:1: -I#W
1730588846.108857 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1730588846.108861 cmd_parse_build_commands 0:4 0:2 0:1: --
1730588846.108865 cmd_parse_build_commands 0:4 0:2 0:2: %%
1730588846.108870 cmd_parse_build_commands 0:0: command-prompt
1730588846.108874 cmd_parse_build_commands 0:1: -I#W
1730588846.108879 cmd_parse_build_commands 0:2 0:0: rename-window
1730588846.108883 cmd_parse_build_commands 0:2 0:1: --
1730588846.108887 cmd_parse_build_commands 0:2 0:2: %%
1730588846.108892 cmd_parse_build_commands 0:0: rename-window
1730588846.108900 cmd_parse_build_commands 0:1: --
1730588846.108904 cmd_parse_build_commands 0:2: %%
1730588846.108910 args_parse_flags: next --
1730588846.108914 args_parse: flags end at 2 of 3
1730588846.108918 args_parse: 2 = %% (type STRING)
1730588846.108924 cmd_parse_build_commands: rename-window "%%"
1730588846.108928 args_parse_flags: next -I#W
1730588846.108932 args_parse_flag_argument: -I = #W
1730588846.108936 args_parse: flags end at 2 of 3
1730588846.108941 args_parse: 2 = rename-window "%%" (type COMMANDS)
1730588846.108950 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1730588846.108954 args_parse_flags: next -N
1730588846.108958 args_parse_flag_argument: -N = Rename current window
1730588846.108962 args_parse_flags: next ,
1730588846.108965 args_parse: flags end at 3 of 5
1730588846.108970 args_parse: 3 = , (type STRING)
1730588846.108978 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1730588846.108994 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1730588846.109002 cmdq_get_command: [bind-key/0x14860ba30] group 114
1730588846.109006 cmdq_append <global>: [bind-key/0x14860ba30]
1730588846.109011 yylex_token: end at WS
1730588846.109014 yylex_token: bind
1730588846.109018 yylex_token: end at WS
1730588846.109022 yylex_token: -N
1730588846.109027 yylex_token: end at WS
1730588846.109031 yylex_token: Delete the most recent paste buffer
1730588846.109035 yylex_token: end at WS
1730588846.109039 yylex_token: -
1730588846.109043 yylex_token: end at WS
1730588846.109047 yylex_token: delete-buffer
1730588846.109051 cmd_parse_build_commands 0:0: bind
1730588846.109055 cmd_parse_build_commands 0:1: -N
1730588846.109059 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1730588846.109063 cmd_parse_build_commands 0:3: -
1730588846.109067 cmd_parse_build_commands 0:4 0:0: delete-buffer
1730588846.109072 cmd_parse_build_commands 0:0: delete-buffer
1730588846.109078 args_parse: flags end at 1 of 1
1730588846.109083 cmd_parse_build_commands: delete-buffer
1730588846.109087 args_parse_flags: next -N
1730588846.109092 args_parse_flag_argument: -N = Delete the most recent paste buffer
1730588846.109096 args_parse_flags: next -
1730588846.109099 args_parse: flags end at 3 of 5
1730588846.109103 args_parse: 3 = - (type STRING)
1730588846.109108 args_parse: 4 = delete-buffer (type COMMANDS)
1730588846.109119 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1730588846.109124 cmdq_get_command: [bind-key/0x14860c160] group 126
1730588846.109128 cmdq_append <global>: [bind-key/0x14860c160]
1730588846.109132 yylex_token: end at WS
1730588846.109136 yylex_token: bind
1730588846.109140 yylex_token: end at WS
1730588846.109143 yylex_token: -N
1730588846.109148 yylex_token: end at WS
1730588846.109152 yylex_token: Move the current window
1730588846.109155 yylex_token: end at WS
1730588846.109159 yylex_token: .
1730588846.109164 yylex_token: end at WS
1730588846.109168 yylex_token: command-prompt
1730588846.109172 yylex_token: end at WS
1730588846.109175 yylex_token: -T
1730588846.109179 yylex_token: end at WS
1730588846.109183 yylex_token: target
1730588846.109187 yylex_token: end at WS
1730588846.109191 yylex_token: move-window
1730588846.109194 yylex_token: end at WS
1730588846.109198 yylex_token: -t
1730588846.109202 yylex_token: end at WS
1730588846.109205 yylex_token: %%
1730588846.109210 cmd_parse_build_commands 0:0: bind
1730588846.109214 cmd_parse_build_commands 0:1: -N
1730588846.109218 cmd_parse_build_commands 0:2: Move the current window
1730588846.109221 cmd_parse_build_commands 0:3: .
1730588846.109225 cmd_parse_build_commands 0:4 0:0: command-prompt
1730588846.109229 cmd_parse_build_commands 0:4 0:1: -T
1730588846.109233 cmd_parse_build_commands 0:4 0:2: target
1730588846.109237 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1730588846.109241 cmd_parse_build_commands 0:4 0:3 0:1: -t
1730588846.109245 cmd_parse_build_commands 0:4 0:3 0:2: %%
1730588846.109256 cmd_parse_build_commands 0:0: command-prompt
1730588846.109260 cmd_parse_build_commands 0:1: -T
1730588846.109263 cmd_parse_build_commands 0:2: target
1730588846.109268 cmd_parse_build_commands 0:3 0:0: move-window
1730588846.109271 cmd_parse_build_commands 0:3 0:1: -t
